Document_Id,Profile_Name,Title,Co_Authors,Title_Link,No_Of_Citations
1189,Helen Breadmore,Early identification of dyslexia: Understanding the issues,"Breadmore, H.",https://pureportal.coventry.ac.uk/en/publications/early-identification-of-dyslexia-understanding-the-issues,"
9
"
1190,Helen Breadmore,Not all phonological awareness deficits are created equal: Evidence from a comparison between children with Otitis Media and poor readers.,"Breadmore, H.",https://pureportal.coventry.ac.uk/en/publications/not-all-phonological-awareness-deficits-are-created-equal-evidenc,"
6
"
1191,Helen Breadmore,Sublexical and syntactic processing during reading: evidence from eye movements of typically developing and dyslexic readers.,"Breadmore, H.",https://pureportal.coventry.ac.uk/en/publications/sublexical-and-syntactic-processing-during-reading-evidence-from-,"
7
"
1192,Josh Brem-Wilson,Agroecology now - connecting the dots to enable agroecology transformations,"Anderson, C. R.",https://pureportal.coventry.ac.uk/en/publications/agroecology-now-connecting-the-dots-to-enable-agroecology-transfo,"
2
"
1193,Josh Brem-Wilson,"Legitimating global governance: Publicisation, affectedness, and the Committee on World Food Security","Anderson, C. R.",https://pureportal.coventry.ac.uk/en/publications/legitimating-global-governance-publicisation-affectedness-and-the,"
17
"
1194,Josh Brem-Wilson,"People, power, change: three pillars of a food sovereignty research praxis","Anderson, C. R.",https://pureportal.coventry.ac.uk/en/publications/people-power-change-three-pillars-of-a-food-sovereignty-research-,"
11
"
1195,Josh Brem-Wilson,Bridging the gap? Facilitation in the Civil Society Mechanism for Relations to the UN Committee on World Food Security,"Anderson, C. R.",https://pureportal.coventry.ac.uk/en/publications/bridging-the-gap-facilitation-in-the-civil-society-mechanism-for-,"
26
"
1196,Alisson Vinicius Brito Lopes,On the highly swirling flow through a confined bluff-body,"Brito Lopes, A. V.",https://pureportal.coventry.ac.uk/en/publications/on-the-highly-swirling-flow-through-a-confined-bluff-body,"
3
"
1197,Ian Brittain,The complexities of implementing inclusion policies for disabled people in U.K. non-disabled voluntary community sports clubs,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-complexities-of-implementing-inclusion-policies-for-disabled-,"
1
"
1198,Ian Brittain,The Rio 2016 Paralympic Games: inspiration as a possible  legacy for disabled Brazilians,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-rio-2016-paralympic-games-inspiration-as-a-possible-legacy-fo,"
5
"
1199,Ian Brittain,‘I’ll always find a perfectly justified reason for not doing it’: Challenges for disability sport and physical activity in the United Kingdom,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/ill-always-find-a-perfectly-justified-reason-for-not-doing-it-cha,"
9
"
1200,Ian Brittain,Ableism as a regulator of social practice and disabled people's self-determination to participate in sport and physical activity,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/ableism-as-a-regulator-of-social-practice-and-disabled-peoples-se,"
3
"
1201,Ian Brittain,The impact of austerity on the London 2012 Summer Olympics participation legacy from a grassroots sports club perspective: an institutional logics approach,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-austerity-on-the-london-2012-summer-olympics-partic,"
4
"
1202,Ian Brittain,The Paralympic Brand Governance: The Best of Both Worlds?,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-paralympic-brand-governance-the-best-of-both-worlds,"
12
"
1203,Ian Brittain,The Rio 2016 Paralympic Games: The Visibility of People with Disabilities in Brazil as a Possible Legacy,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-rio-2016-paralympic-games-the-visibility-of-people-with-disab,"
2
"
1204,Ian Brittain,"A Conceptual Model and Research Agenda for Bidding, Planning and Delivering Major Sport Events that Lever Human Rights","Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/a-conceptual-model-and-research-agenda-for-bidding-planning-and-d,"
4
"
1205,Ian Brittain,The Genesis and Meaning of the Term ‘ Paralympic Games’,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-genesis-and-meaning-of-the-term-paralympic-games,"
1
"
1206,Ian Brittain,The Impact of Resource Inequality upon Participation and Success at the summer and winter Paralympic Games,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-resource-inequality-upon-participation-and-success-,"
3
"
1207,Ian Brittain,‘Super disabilities’ vs ‘Disabilities’? Theorizing the role of ableism in (mis)representational mythology of disability in the marketplace,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/super-disabilities-vs-disabilities-theorizing-the-role-of-ableism,"
31
"
1208,Ian Brittain,Disability Sport,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/disability-sport-3,"
11
"
1209,Ian Brittain,Institutional Work and new Organizational forms: The case of the early development of the Paralympic Movement,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/institutional-work-and-new-organizational-forms-the-case-of-the-e,"
5
"
1210,Ian Brittain,Key Points in the History and Development of the Paralympic Games,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/key-points-in-the-history-and-development-of-the-paralympic-games,"
31
"
1211,Ian Brittain,Legacy of Mega Sporting Events for People with Disabilities,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/legacy-of-mega-sporting-events-for-people-with-disabilities,"
7
"
1212,Ian Brittain,The legacy of the London 2012 Olympic Games: A case study of grass-roots sport clubs and the sport participation legacy,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-legacy-of-the-london-2012-olympic-games-a-case-study-of-grass,"
2
"
1213,Ian Brittain,The Palgrave Handbook of Paralympic Studies,"Christiaens, M.",https://pureportal.coventry.ac.uk/en/publications/the-palgrave-handbook-of-paralympic-studies,"
8
"
1214,Aurelie Broeckerhoff,Sticking Pieces Together: Representing Messiness in Consumer Research Through the Use of Collage,"Brockerhoff, A.",https://pureportal.coventry.ac.uk/en/publications/sticking-pieces-together-representing-messiness-in-consumer-resea,"
2
"
1215,Aurelie Broeckerhoff,"Within, in-between, out-of-bounds? Locating researcher positionalities in multicultural marketplaces","Brockerhoff, A.",https://pureportal.coventry.ac.uk/en/publications/within-in-between-out-of-bounds-locating-researcher-positionaliti,"
1
"
1216,Aurelie Broeckerhoff,Christmas markets: marketplace icon,"Brockerhoff, A.",https://pureportal.coventry.ac.uk/en/publications/christmas-markets-marketplace-icon,"
13
"
1217,Aurelie Broeckerhoff,Finding comfort in discomfort: how two cross-disciplinary early-career researchers are learning to embrace ‘failure’,"Brockerhoff, A.",https://pureportal.coventry.ac.uk/en/publications/finding-comfort-in-discomfort-how-two-cross-disciplinary-early-ca,"
30
"
1218,David Broom,Changes in physical activity and sedentary behaviour due to enforced covid-19-related lockdown and movement restrictions: A protocol for a systematic review and meta-analysis,"Clark, C. C. T.",https://pureportal.coventry.ac.uk/en/publications/changes-in-physical-activity-and-sedentary-behaviour-due-to-enfor,"
2
"
1219,David Broom,"Life after lockdown: The role of sport, exercise and physical activity in ameliorating the mental health implications of COVID-19 restrictions","Clark, C. C. T.",https://pureportal.coventry.ac.uk/en/publications/life-after-lockdown-the-role-of-sport-exercise-and-physical-activ,"
27
"
1220,David Broom,Translation of the International Physical Activity Questionnaire to Maltese and reliability testing,"Clark, C. C. T.",https://pureportal.coventry.ac.uk/en/publications/translation-of-the-international-physical-activity-questionnaire-,"
19
"
1221,David Broom,An acute bout of cycling does not induce compensatory responses in pre-menopausal women not using hormonal contraceptives,"Clark, C. C. T.",https://pureportal.coventry.ac.uk/en/publications/an-acute-bout-of-cycling-does-not-induce-compensatory-responses-i,"
35
"
1222,David Broom,Acute effect of exercise intensity and duration on acylated ghrelin and hunger in men,"Clark, C. C. T.",https://pureportal.coventry.ac.uk/en/publications/acute-effect-of-exercise-intensity-and-duration-on-acylated-ghrel,"
8
"
1223,Kevin Broughton,Building Back Better? Creative Freelancers and Learning from the Covid-19 Experience,"Henry, N.",https://pureportal.coventry.ac.uk/en/publications/building-back-better-creative-freelancers-and-learning-from-the-c,"
1
"
1224,Kevin Broughton,"Creating Value in Place: Understanding the Role, Contribution and Challenges of Creative Freelance Work","Henry, N.",https://pureportal.coventry.ac.uk/en/publications/creating-value-in-place-understanding-the-role-contribution-and-c,"
3
"
1225,Kevin Broughton,"Public policy for addressing the low-skills low-wage trap: Insights from business case studies in the Birmingham city-region, UK","Henry, N.",https://pureportal.coventry.ac.uk/en/publications/public-policy-for-addressing-the-low-skills-low-wage-trap-insight,"
13
"
1226,Kevin Broughton,Contributing to Community Enhancement through Rural Touring Arts (CONCERTA),"Henry, N.",https://pureportal.coventry.ac.uk/en/publications/contributing-to-community-enhancement-through-rural-touring-arts-,"
3
"
1227,Kevin Broughton,Inclusive growth in English cities: mainstreamed or sidelined?,"Henry, N.",https://pureportal.coventry.ac.uk/en/publications/inclusive-growth-in-english-cities-mainstreamed-or-sidelined,"
1
"
1228,Kevin Broughton,The uses of institutional mapping for understanding territorial interrelations,"Henry, N.",https://pureportal.coventry.ac.uk/en/publications/the-uses-of-institutional-mapping-for-understanding-territorial-i,"
4
"
1229,Kevin Broughton,"Evaluation of, and Learning from, Prosper Business Support Project: Final Report","Henry, N.",https://pureportal.coventry.ac.uk/en/publications/evaluation-of-and-learning-from-prosper-business-support-project-,"
18
"
1230,Kevin Broughton,Raising productivity in low-wage sectors and reducing poverty,"Henry, N.",https://pureportal.coventry.ac.uk/en/publications/raising-productivity-in-low-wage-sectors-and-reducing-poverty,"
12
"
1231,Kevin Broughton,ReSSI: Regional strategies for sustainable and inclusive territorial development – Regional interplay and EU dialogue: Final Report,"Henry, N.",https://pureportal.coventry.ac.uk/en/publications/ressi-regional-strategies-for-sustainable-and-inclusive-territori,"
1
"
1232,Geraldine Brown,Building Health and Well-being in prison:  Learning from the Master Gardener Programme in a Midlands Prison,"Brown, G.",https://pureportal.coventry.ac.uk/en/publications/building-health-and-well-being-in-prison-learning-from-the-master,"
11
"
1233,Geraldine Brown,Placing Black communities under scrutiny: The importance for supportive supervisory relationships as Black female doctoral researcher researching within African Caribbean communities,"Brown, G.",https://pureportal.coventry.ac.uk/en/publications/placing-black-communities-under-scrutiny-the-importance-for-suppo,"
2
"
1234,Geraldine Brown,Collaborative Research: Working together to deliver land-based prison initiatives,"Brown, G.",https://pureportal.coventry.ac.uk/en/publications/collaborative-research-working-together-to-deliver-land-based-pri,"
5
"
1235,Geraldine Brown,"Let's Talk: African Caribbean Women, Mothering, Motherhood and Well-being","Brown, G.",https://pureportal.coventry.ac.uk/en/publications/lets-talk-african-caribbean-women-mothering-motherhood-and-well-b,"
11
"
1236,Geraldine Brown,'Race' and Cultural Difference,"Brown, G.",https://pureportal.coventry.ac.uk/en/publications/race-and-cultural-difference,"
8
"
1237,Jennifer Brown,United on Sunday: The effects of secular rituals on social bonding and affect,"Charles, S. J.",https://pureportal.coventry.ac.uk/en/publications/united-on-sunday-the-effects-of-secular-rituals-on-social-bonding,"
2
"
1238,James Brusey,A Jump-Markov Regularized Particle Filter for the estimation of ambiguous sensor faults,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/a-jump-markov-regularized-particle-filter-for-the-estimation-of-a,"
6
"
1239,James Brusey,Nonlinear Estimation of Sensor Faults With Unknown Dynamics for a Fixed Wing Unmanned Aerial Vehicle,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/nonlinear-estimation-of-sensor-faults-with-unknown-dynamics-for-a,"
10
"
1240,James Brusey,Simultaneous Actuator and Sensor Faults Estimation for Aircraft Using a Jump-Markov Regularized Particle Filter,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/simultaneous-actuator-and-sensor-faults-estimation-for-aircraft-u,"
7
"
1241,James Brusey,Comfort temperature and preferred adaptive behaviour in various classroom types in the UK higher learning environments,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/comfort-temperature-and-preferred-adaptive-behaviour-in-various-c,"
2
"
1242,James Brusey,Influence of long-term thermal history on thermal comfort and preference,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/influence-of-long-term-thermal-history-on-thermal-comfort-and-pre,"
5
"
1243,James Brusey,"The influence of acclimatization, age and gender-related differences on thermal perception in university buildings: case studies in Scotland and England","Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-acclimatization-age-and-gender-related-differenc,"
4
"
1244,James Brusey,"Understanding Household Fuel Choice Behaviour in the Amazonas State, Brazil: Effects of Validation and Feature Selection","Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/understanding-household-fuel-choice-behaviour-in-the-amazonas-sta,"
9
"
1245,James Brusey,A Box Regularized Particle Filter for state estimation with severely ambiguous and non-linear measurements,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/a-box-regularized-particle-filter-for-state-estimation-with-sever,"
47
"
1246,James Brusey,A dynamic linear model for heteroscedastic LDA under class imbalance,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/a-dynamic-linear-model-for-heteroscedastic-lda-under-class-imbala,"
13
"
1247,James Brusey,An Examination of Comfort and Sensation for Manual and Automatic Controls of the Vehicle HVAC System,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/an-examination-of-comfort-and-sensation-for-manual-and-automatic-,"
1
"
1248,James Brusey,Heartbeat design for energy-aware IoT: are your sensors alive?,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/heartbeat-design-for-energy-aware-iot-are-your-sensors-alive,"
15
"
1249,James Brusey,Identification of horizontal slug flow structures for application in selective cross-correlation metering,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/identification-of-horizontal-slug-flow-structures-for-application,"
10
"
1250,James Brusey,An event-triggered machine learning approach for accelerometer-based fall detection,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/an-event-triggered-machine-learning-approach-for-accelerometer-ba,"
12
"
1251,James Brusey,Automated climate control system,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/automated-climate-control-system,"
14
"
1252,James Brusey,Box Particle Control for Aerospace Vehicles Guidance Under Failure Probability Constraints,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/box-particle-control-for-aerospace-vehicles-guidance-under-failur,"
1
"
1253,James Brusey,Developing a design framework to facilitate adaptive behaviours,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/developing-a-design-framework-to-facilitate-adaptive-behaviours,"
4
"
1254,James Brusey,"Enhanced cooperative navigation by data fusion from IMU, ambiguous terrain navigation, and coarse relative states","Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/enhanced-cooperative-navigation-by-data-fusion-from-imu-ambiguous,"
9
"
1255,James Brusey,Linear dimensionality reduction for classification via a sequential Bayes error minimisation with an application to flow meter diagnostics,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/linear-dimensionality-reduction-for-classification-via-a-sequenti,"
6
"
1256,James Brusey,Modelling uncontrolled solar drying of mango waste,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/modelling-uncontrolled-solar-drying-of-mango-waste,"
4
"
1257,James Brusey,Reinforcement Learning-based Thermal Comfort Control for Vehicle Cabins,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/reinforcement-learning-based-thermal-comfort-control-for-vehicle-,"
47
"
1258,James Brusey,Linear classifier design for heteroscedastic LDA under class imbalance,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/linear-classifier-design-for-heteroscedastic-lda-under-class-imba,"
5
"
1259,James Brusey,Linear classifier design under heteroscedasticity in Linear Discriminant Analysis,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/linear-classifier-design-under-heteroscedasticity-in-linear-discr,"
1
"
1260,James Brusey,Proof of Concept of Wireless TERS Monitoring,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/proof-of-concept-of-wireless-ters-monitoring,"
67
"
1261,James Brusey,A Low Collision and High Throughput Data Collection Mechanism for Large-Scale Super Dense Wireless Sensor Networks,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/a-low-collision-and-high-throughput-data-collection-mechanism-for-2,"
4
"
1262,James Brusey,Energy profiling in practical sensor networks: Identifying hidden consumers,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/energy-profiling-in-practical-sensor-networks-identifying-hidden--2,"
20
"
1263,James Brusey,K-Means Clustering using Tabu Search with Quantized Means,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/k-means-clustering-using-tabu-search-with-quantized-means,"
3
"
1264,James Brusey,ReStructure: A Wireless Sensor Network for Monitoring Temporary Earth Retaining Systems,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/restructure-a-wireless-sensor-network-for-monitoring-temporary-ea,"
1
"
1265,James Brusey,A cascade-classifier approach for fall detection,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/a-cascade-classifier-approach-for-fall-detection,"
1
"
1266,James Brusey,A study on several machine learning methods for estimating cabin occupant equivalent temperature,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/a-study-on-several-machine-learning-methods-for-estimating-cabin--2,"
1
"
1267,James Brusey,Data set for fall events and daily activities from inertial sensors,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/data-set-for-fall-events-and-daily-activities-from-inertial-senso-2,"
11
"
1268,James Brusey,Optimising Low Power Dual Prediction Systems,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/optimising-low-power-dual-prediction-systems-2,"
3
"
1269,James Brusey,Applicability of Thermal Comfort Models to Car Cabin Environments,"Iglésis, E.",https://pureportal.coventry.ac.uk/en/publications/applicability-of-thermal-comfort-models-to-car-cabin-environments,"
53
"
1270,Jeremy Bryans,Using internal context to detect automotive controller area network attacks,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/using-internal-context-to-detect-automotive-controller-area-netwo,"
1
"
1271,Jeremy Bryans,Abstracting PROV provenance graphs: A validity-preserving approach,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/abstracting-prov-provenance-graphs-a-validity-preserving-approach,"
2
"
1272,Jeremy Bryans,A Template-based Method for the Generation of Attack Trees,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/a-template-based-method-for-the-generation-of-attack-trees,"
3
"
1273,Jeremy Bryans,Adding Cyberattacks To An Industry-Leading CAN Simulator,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/adding-cyberattacks-to-an-industry-leading-can-simulator,"
1
"
1274,Jeremy Bryans,"A Method for Constructing Automotive Cybersecurity Tests, a CAN Fuzz Testing Example","Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/a-method-for-constructing-automotive-cybersecurity-tests-a-can-fu,"
13
"
1275,Jeremy Bryans,An Evaluation Ontology Applied to Connected Vehicle Security Assurance,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/an-evaluation-ontology-applied-to-connected-vehicle-security-assu,"
19
"
1276,Jeremy Bryans,An Evaluation Ontology Applied to Connected Vehicle Security Assurance: Enhancing enterprise capability and business intelligence through modelling of evaluation processes and outcomes,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/an-evaluation-ontology-applied-to-connected-vehicle-security-assu-2,"
5
"
1277,Jeremy Bryans,Attack Defense Trees with Sequential Conjunction,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/attack-defense-trees-with-sequential-conjunction,"
8
"
1278,Jeremy Bryans,Communication in Emergency Management through Data Integration and Trust: an introduction to the CEM-DIT system,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/communication-in-emergency-management-through-data-integration-an,"
2
"
1279,Jeremy Bryans,Enabling security checking of automotive ECUs with formal CSP models,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/enabling-security-checking-of-automotive-ecus-with-csp-models,"
21
"
1280,Jeremy Bryans,Building an automotive security assurance case using systematic security evaluations,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/building-an-automotive-security-assurance-case-using-systematic-s,"
6
"
1281,Jeremy Bryans,Detection of Automotive CAN Cyber-Attacks by Identifying Packet Timing Anomalies in Time Windows,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/detection-of-automotive-can-cyber-attacks-by-identifying-packet-t,"
9
"
1282,Jeremy Bryans,Formalising Systematic Security Evaluations using Attack Trees for Automotive Applications,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/formalising-systematic-security-evaluations-using-attack-trees-fo,"
31
"
1283,Jeremy Bryans,Towards Viable Intrusion Detection Methods For The Automotive Controller Area Network,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/towards-viable-intrusion-detection-methods-for-the-automotive-con,"
3
"
1284,Jeremy Bryans,Using A One-Class Compound Classifier To Detect In-Vehicle Network Attacks,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/using-a-one-class-compound-classifier-to-detect-in-vehicle-networ,"
14
"
1285,Jeremy Bryans,"The Internet of Automotive Things: Vulnerabilities, risks and policy implications","Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/the-internet-of-automotive-things-vulnerabilities-risks-and-polic,"
10
"
1286,Jeremy Bryans,Threat Intelligence for Bluetooth-Enabled Systems with Automotive Applications: An Empirical Study,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/threat-intelligence-for-bluetooth-enabled-systems-with-automotive-2,"
14
"
1287,Jeremy Bryans,Threat Intelligence for Bluetooth-enabled Systems with Automotive Applications: An Empirical Study,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/threat-intelligence-for-bluetooth-enabled-systems-with-automotive,"
18
"
1288,Jeremy Bryans,Towards A Testbed for Automotive Cybersecurity,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/towards-a-testbed-for-automotive-cybersecurity,"
4
"
1289,Jeremy Bryans,Applying Model-based SE Techniques for Dependable Land Systems,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/applying-model-based-se-techniques-for-dependable-land-systems-2,"
12
"
1290,Jeremy Bryans,Combining Third Party Components Securely in Automotive Systems,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/combining-third-party-components-securely-in-automotive-systems-2,"
5
"
1291,Jeremy Bryans,Access control and view generation for provenance graphs,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/access-control-and-view-generation-for-provenance-graphs-2,"
3
"
1292,Jeremy Bryans,A Model-Based Approach for Requirements Engineering for Systems of Systems,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/a-model-based-approach-for-requirements-engineering-for-systems-o-2,"
5
"
1293,Jeremy Bryans,A proof-based method for modelling timed systems,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/a-proof-based-method-for-modelling-timed-systems,"
18
"
1294,Jeremy Bryans,"Provabs: Model, policy, and tooling for abstracting PROV graphs","Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/provabs-model-policy-and-tooling-for-abstracting-prov-graphs-3,"
10
"
1295,Jeremy Bryans,"ProvAbs: Model, Policy, and Tooling for Abstracting PROV Graphs","Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/provabs-model-policy-and-tooling-for-abstracting-prov-graphs-2,"
8
"
1296,Jeremy Bryans,Collaborative systems of systems need collaborative design,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/collaborative-systems-of-systems-need-collaborative-design,"
5
"
1297,Jeremy Bryans,Leadership election: An Industrial SoS application of compositional deadlock verification,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/leadership-election-an-industrial-sos-application-of-compositiona-2,"
122
"
1298,Jeremy Bryans,Maintaining Emergence in Systems of Systems Integration: a Contractual Approach using SysML,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/maintaining-emergence-in-systems-of-systems-integration-a-contrac-2,"
13
"
1299,Jeremy Bryans,SysML contracts for systems of systems,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/sysml-contracts-for-systems-of-systems,"
5
"
1300,Jeremy Bryans,Semi-formal and formal interface specification for system of systems architecture,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/semi-formal-and-formal-interface-specification-for-system-of-syst,"
14
"
1301,Jeremy Bryans,Towards quantitative analysis of opacity,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/towards-quantitative-analysis-of-opacity,"
47
"
1302,Jeremy Bryans,A formal model-based approach to engineering systems-of-systems,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/a-formal-model-based-approach-to-engineering-systems-of-systems,"
13
"
1303,Jeremy Bryans,Interface specification for system-of-systems architectures,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/interface-specification-for-system-of-systems-architectures,"
87
"
1304,Jeremy Bryans,Developing a consensus algorithm using stepwise refinement,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/developing-a-consensus-algorithm-using-stepwise-refinement,"
28
"
1305,Jeremy Bryans,Refinement-based techniques in the analysis of information flow policies for dynamic virtual organisations,"Tomlinson, A.",https://pureportal.coventry.ac.uk/en/publications/refinement-based-techniques-in-the-analysis-of-information-flow-p,"
21
"
1306,Kim Bul,"Wetenschap en praktijk: gids voor (aankomende) professionals in zorg, welzijn en sociaal werk","Bul, K.",https://pureportal.coventry.ac.uk/en/publications/science-and-practice-guide-for-future-professionals-in-care-welfa,"
8
"
1307,Kim Bul,A Mobile Phone Intervention to Improve Obesity-Related Health Behaviors of Adolescents Across Europe: Iterative Co-Design and Feasibility Study,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/a-mobile-phone-intervention-to-improve-obesity-related-health-beh,"
13
"
1308,Kim Bul,From development to exploitation of digital health solutions: Lessons learnt through multidisciplinary research and consultancy,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/from-development-to-exploitation-of-digital-health-solutions-less,"
12
"
1309,Kim Bul,Board Games for Health: A Systematic Literature Review and Meta-Analysis,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/board-games-for-health-a-systematic-literature-review-and-meta-an,"
31
"
1310,Kim Bul,RELISH-DB a large expert-curated database for benchmarking biomedical literature search.,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/relish-db-a-large-expert-curated-database-for-benchmarking-biomed,"
1
"
1311,Kim Bul,A serious game for children with Attention Deficit Hyperactivity Disorder: Who benefits the most?,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/a-serious-game-for-children-with-attention-deficit-hyperactivity-,"
38
"
1312,Kim Bul,BTS conference - Using the Japanese KJ Ho method as a qualitative creative problem solving technique to address clinicians’ and young kidney transplant patients’ needs concerning treatment,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/bts-conference-using-the-japanese-kj-ho-method-as-a-qualitative-c,"
3
"
1313,Kim Bul,Design and Evaluation of a Pervasive Coaching and Gamification Platform for Young Diabetes Patients,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/design-and-evaluation-of-a-pervasive-coaching-and-gamification-pl,"
42
"
1314,Kim Bul,TTS conference - Using the Japanese KJ Ho method as a qualitative creative problem solving technique to address clinicians’ and young kidney transplant patients’ needs concerning treatment,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/tts-conference-using-the-japanese-kj-ho-method-as-a-qualitative-c,"
47
"
1315,Kim Bul,Promoting healthy adolescent lifestyles through serious games: Enacting a multidisciplinary approach,"Bul, K.",https://pureportal.coventry.ac.uk/en/publications/promoting-healthy-adolescent-lifestyles-through-serious-games-ena,"
9
"
1316,Sara Burbi,"Emerging from Below? Understanding the Livelihood Trajectories of Smallholder Livestock Farmers in Eastern Cape Province, South Africa","Bennett, J.",https://pureportal.coventry.ac.uk/en/publications/emerging-from-below-understanding-the-livelihood-trajectories-of-,"
1
"
1317,Sara Burbi,Agroforestry in the Andean Araucanía: An Experience of Agroecological Transition with Women from Cherquén in Southern Chile,"Bennett, J.",https://pureportal.coventry.ac.uk/en/publications/agroforestry-in-the-andean-araucan%C3%ADa-an-experience-of-agroecologi,"
2
"
